CpG	Gene	Mean(beta)	Mean(FPKM)	R	Pvalue
cg11270393	ITPRIPL1	0.18525772171254	0.694763499317366	-0.24435891088162	0.000269951730525996
cg13997864	ITPRIPL1	0.187865366972478	0.694763499317366	-0.274590780650795	3.95212124498252e-05
cg04517429	DCHS2	0.31669892966361	0.0928281126689975	-0.0732206868308978	0.28178390958297
cg06888121	HOXA-AS3	0.638185550458716	0.095820061404875	0.11153228878394	0.100503943547703
cg14042889	HOXA-AS3	0.557820565749234	0.095820061404875	0.15693114200029	0.0204427351771627
cg01957751	TSNARE1	0.928267125382266	4.75672788656755	0.0894842103500414	0.188085169189323
cg00393798	STK33	0.0618900611620794	1.33205360977512	-0.255594898504194	0.000135802243396758
cg23363971	IKZF4	0.324585932721711	2.59934071590447	-0.364866294079878	2.87816909184006e-08
cg26607758	C8orf88	0.267281574923546	0.6158592308882	-0.123810978025877	0.0680668537608113
cg04672495	UBE2Q2	0.231919740061165	11.5277018451319	-0.0467268011365741	0.492510359010386
cg05044743	SP6	0.261106727828748	1.51222547573855	0.193646434538842	0.00410558329587549
cg09965384	SP6	0.343655886850156	1.51222547573855	0.23323485751344	0.000516827663488178
cg01597066	SPHK2	0.151456727828746	2.62952809895138	-0.238752674162485	0.00037590630428195
cg02583309	SPHK2	0.213721406727826	2.62952809895138	-0.252885990984978	0.000160730574711561
cg11376305	SPHK2	0.173622629969419	2.62952809895138	-0.228916484278163	0.000659662290438872
cg22573528	NRXN1	0.776291055045872	0.04092056050614	0.0907496556642877	0.181890903960191
cg07826859	MYO1G	0.252283639143729	5.61348090745929	-0.305526482421835	4.31774095558299e-06
cg17558126	RASSF5	0.211244418960243	7.68768147181101	-0.262776709108697	8.60912966197565e-05
cg25706502	PRDM16	0.724493654434248	1.74262832019933	0.360977714138196	4.13004177152476e-08
cg11970289	B3GNT4	0.256836391437307	0.58500397292859	-0.011533975308712	0.865542053823503
cg23445859	B3GNT4	0.201355122324159	0.58500397292859	-0.00534600362576386	0.9374465866049
cg16849024	B3GNT8	0.288862844036697	10.5572604846293	-0.380628966846083	6.33373970047069e-09
cg20557104	B3GNT8	0.210250535168197	10.5572604846293	-0.396182705599987	1.3114834132638e-09
cg15242360	DAAM2	0.701390519877674	3.76584084801114	0.519698978401835	1.76403643482963e-16
cg04283162	FAM189A1	0.279225688073393	0.220647227204294	-0.142265095866098	0.0358053038849335
cg26552774	HYPK	0.820080198776757	0.428043496916516	-0.0475240528455326	0.485149238692072
cg01262913	DSCR9	0.211781422018349	0.0813635669426445	0.0828778404220773	0.222943126723592
cg11399508	DSCR9	0.219838455657491	0.0813635669426445	0.152485918747963	0.0243432770771022
cg27372920	FST	0.22732637614679	4.34147178307041	-0.101157995791284	0.13653615643351
cg23273694	CRYGN	0.158609938837922	0.374036862863704	-0.194081827656823	0.00402097588256006
cg24389730	COPZ2	0.209048088685014	6.07576659992298	-0.141216404473767	0.0372056259992321
cg13050981	STX8	0.102596788990826	5.55495850299188	-0.0170914039849131	0.801876669377362
cg23980468	STX8	0.085138226299694	5.55495850299188	0.0127090411940987	0.851993497890189
cg13567541	SMO	0.187604510703362	3.95909712782817	-0.301279305900755	5.9425295423408e-06
cg01659099	IVD	0.0536756880733945	12.2031938354478	-0.285822755588785	1.82242796648602e-05
cg02378269	IVD	0.146971177370029	12.2031938354478	-0.339156424853334	2.87126868726722e-07
cg06731484	IVD	0.0947175076452601	12.2031938354478	-0.279888545434175	2.7546842350753e-05
cg09655862	IVD	0.129028440366972	12.2031938354478	-0.318801332791952	1.53998062381959e-06
cg11934304	IVD	0.10146758409786	12.2031938354478	-0.267634438434286	6.27804533159419e-05
cg13463731	IVD	0.100164678899083	12.2031938354478	-0.299970246744597	6.55070981969928e-06
cg26738606	IVD	0.0457339449541284	12.2031938354478	-0.266779492955641	6.63973817940926e-05
cg27148665	IVD	0.0755388379204894	12.2031938354478	-0.283107589302308	2.20418939864768e-05
cg27529930	IVD	0.144278822629972	12.2031938354478	-0.27079877378958	5.09415979999781e-05
cg14539231	EPSTI1	0.0992948776758408	5.80538767738251	-0.130662533682641	0.0540563745664809
cg03770912	TTLL6	0.0521789755351679	0.333312749381178	-0.0863643850157506	0.204013949363703
cg05257472	TTLL6	0.0553324159021408	0.333312749381178	-0.0830999506633918	0.221701237150767
cg06830702	TTLL6	0.0437311926605505	0.333312749381178	-0.0753365615791544	0.268073180893257
cg07528363	TTLL6	0.0566358562691128	0.333312749381178	-0.0709519071249903	0.297001764015945
cg12027420	TTLL6	0.0615389908256881	0.333312749381178	-0.0932514729513517	0.170089249516544
cg13342722	TTLL6	0.0809560397553518	0.333312749381178	-0.0556801586023019	0.41334798488197
cg22330492	TTLL6	0.0358542813455661	0.333312749381178	-0.0657719890127327	0.333756142622388
cg25120284	TTLL6	0.14836918960245	0.333312749381178	-0.107490445103615	0.113525984844145
cg14383422	AOX1	0.178043807339448	2.8227289061546	-0.0617142505220507	0.364498758612704
cg02595219	KCNE3	0.258832951070335	5.57936647527149	-0.214476006191439	0.00144430342132365
cg11775521	KCNE3	0.366133333333335	5.57936647527149	-0.298330548827034	7.39612674993988e-06
cg05927190	GLIS1	0.285416743119266	0.151194872043411	-0.0537687416457375	0.429590021357945
cg18949300	RPS6KA2	0.174150229357798	16.0884010904756	0.115864694235557	0.0878891548993418
cg21760146	RPS6KA2	0.0947839449541284	16.0884010904756	0.113175864422261	0.0955593208484616
cg03656968	RDH13	0.0588523700305812	1.97489749515182	-0.248836172692883	0.000206076736634882
cg18372896	JDP2	0.679650122324161	4.7969630010713	-0.164908122456628	0.014787046873387
cg17567560	INA	0.224936850152904	1.26321974585713	-0.210730315799734	0.00175571371956551
cg24680586	INA	0.298694648318041	1.26321974585713	-0.240923931918316	0.000330968972243466
cg09022720	GFI1	0.137403669724769	1.21124573485093	-0.132097343488786	0.0514479280891955
cg11785652	GFI1	0.235298241590216	1.21124573485093	-0.14448860263077	0.0329833835301412
cg22628500	GFI1	0.16348126911315	1.21124573485093	-0.138300633670537	0.0413444906210964
cg16017089	ARHGEF17	0.493546253822628	7.17761337722719	-0.0909468528178851	0.180939331508442
cg01030534	TCAF1	0.298922171253826	3.02576212280501	0.265334998146013	7.29569273849734e-05
cg03514404	TCAF1	0.267271100917431	3.02576212280501	0.268448597575398	5.95089469556788e-05
cg12749863	MIR155HG	0.206158562691133	1.45140315519111	-0.11628367797835	0.0867396443270349
cg14315558	MIR155HG	0.233696559633028	1.45140315519111	-0.12298234350789	0.0699462230657689
cg17297071	MIR155HG	0.18750252293578	1.45140315519111	-0.088317348055449	0.193932582835256
cg16818414	FBLN1	0.0919405198776757	24.6997606448603	-0.117654121274273	0.0830637137698079
cg10810752	TAL1	0.177268654434248	0.498479550214465	-0.000541381789696762	0.993658917746509
cg15694117	DIRAS1	0.93105581039755	2.02326271017311	0.262674071401988	8.66619314965555e-05
cg09937039	BATF	0.254059403669725	13.8598923597284	-0.488475757433281	1.79014574656843e-14
cg14424070	BATF	0.420589373088683	13.8598923597284	-0.550161413909824	1.20247695936005e-18
cg15645309	BATF	0.398875382262995	13.8598923597284	-0.547409202278018	1.92724316329161e-18
cg21531300	BATF	0.386997553516821	13.8598923597284	-0.538388954690193	8.77679159341986e-18
cg05003322	COL16A1	0.235358180428133	6.34569786632985	0.0107485814872211	0.874619860054059
cg07702750	TRIL	0.103150840978593	2.20792903153752	-0.247626512628776	0.000221780024510459
cg19929126	TRIL	0.111696100917431	2.20792903153752	-0.248414839409346	0.000211424659943949
cg10348922	AIFM3	0.071644495412844	0.687240945135937	0.138163878214403	0.04154775878176
cg16590005	AIFM3	0.133494418960245	0.687240945135937	0.099908053616439	0.141473684975253
cg24848890	IL17RC	0.0747926605504587	7.44553856696537	-0.0143370101190668	0.833295213217191
cg24547885	CCDC141	0.315620259938838	0.0931428411763973	-0.193586258691412	0.00411740225524622
cg01181415	LMO3	0.276880886850151	12.7143292328839	-0.397177544293452	1.18249131774713e-09
cg01787574	LMO3	0.234538608562693	12.7143292328839	-0.419859914775926	1.0146358206492e-10
cg10143811	LMO3	0.194296788990826	12.7143292328839	-0.373094904145734	1.31913898755939e-08
cg02884176	FOXI3	0.115038990825687	1.08824979128323	-0.162580493002067	0.0162754642784276
cg08871855	FOXI3	0.139625611620794	1.08824979128323	-0.144174711334671	0.0333699144977271
cg19544662	FOXI3	0.11631146788991	1.08824979128323	-0.153808787483294	0.0231205667098894
cg10037049	VDR	0.308844189602445	10.2842811243638	-0.177061790928445	0.00879323830217206
cg21844669	CCDC60	0.664783792048927	0.495021000798579	0.151308458257517	0.0254780012687336
cg16713947	TAPBPL	0.0494159785932725	12.9656385125098	-0.128885072298046	0.0574387989236596
cg22256433	ALOX15B	0.240049847094798	22.7546690378232	-0.304100156463977	4.80932086009237e-06
cg17942851	SH3D21	0.376685550458716	2.57538848345751	0.109662841572343	0.106371916159569
cg19969694	VPS18	0.577300611620798	10.522487689385	0.0895520155033664	0.187749397661848
cg08307816	DEGS2	0.153983027522937	2.97084917257615	-0.275243704137874	3.78167007113818e-05
cg07028533	CNTNAP2	0.32273585626911	0.950987060076795	-0.127895912103384	0.0593956064373132
cg08432727	SOX11	0.281498241590216	0.514130627760747	-0.199323251977215	0.00311889485916782
cg08526991	SOX11	0.477034327217124	0.514130627760747	-0.246705356591256	0.000234478658830209
cg17246140	HAAO	0.194099311926607	1.81569542172929	-0.187813722501975	0.00540428931330542
cg16306898	TMEM240	0.224028363914372	0.526254157520216	0.0462515144565752	0.496926865987146
cg16601494	TMEM240	0.340259403669725	0.526254157520216	0.0592341703688925	0.384126401039731
cg06824394	TMEM243	0.339773318042817	10.2480157821559	-0.425470824533103	5.36976358954833e-11
cg23732024	LY96	0.321768042813459	21.0700105371245	-0.202360177000169	0.00268430464419486
cg02288341	GFRA3	0.138083639143731	15.0247886762981	-0.174405181934909	0.00987827506656272
cg09350274	GFRA3	0.14303379204893	15.0247886762981	-0.211229254638213	0.00171096320082943
cg18442524	GFRA3	0.195358409785931	15.0247886762981	-0.204059792928026	0.00246581132627245
cg19670286	GFRA3	0.106838379204893	15.0247886762981	-0.187867841970706	0.00539071384813326
cg21225170	GFRA3	0.137466284403668	15.0247886762981	-0.18370609703462	0.00652855558625338
cg23511432	GFRA3	0.0955234709480124	15.0247886762981	-0.17095347975774	0.0114640675513442
cg05235884	TRIM15	0.800938837920491	0.715325262440161	-0.479820731159332	5.9404338208721e-14
cg23778358	TRIM15	0.900396559633028	0.715325262440161	-0.50623454511413	1.37054541482458e-15
cg11253514	TRIM17	0.116372859327219	1.5593658478453	-0.172495396849453	0.0107298701566652
cg23540518	TRIM17	0.123162155963303	1.5593658478453	-0.173378921767738	0.0103281547327913
cg19217130	FABP1	0.691495412844037	0.193018791278072	-0.146422310528508	0.0306851741183295
cg14159026	BVES	0.191717201834861	0.583958959356559	-0.253044280450067	0.000159163598291344
cg10428938	ARPC1B	0.446110397553514	75.1682174648408	0.242990138278513	0.000292889231480693
cg01056889	NEK10	0.0774315749235472	0.304563068700323	-0.0878785638159086	0.196165370622943
cg05435286	NEK10	0.0871549694189605	0.304563068700323	-0.0731448825866915	0.282283726876975
cg17191919	NEK10	0.1234376911315	0.304563068700323	-0.0742597233005667	0.27499308033869
cg22415969	NEK10	0.0752996941896023	0.304563068700323	-0.0694372915407825	0.307459383253194
cg10508349	TANGO6	0.634144724770642	2.176266782352	-0.187152067369235	0.00557275614660722
cg07478122	PWAR5	0.673876070336395	0.525618188991506	0.0959723208889643	0.157911854373065
cg18488946	PWAR5	0.567687767584096	0.525618188991506	0.0630491584731397	0.354196638488726
cg26410550	PWAR5	0.731460244648316	0.525618188991506	0.0147110571052215	0.829011836595819
cg01481989	FRZB	0.425527217125381	5.70861277559194	-0.144831593269355	0.0325653772826092
cg04037038	FRZB	0.481529204892965	5.70861277559194	-0.129168577905193	0.0568878719452718
cg06830784	FRZB	0.243237385321101	5.70861277559194	-0.0646649987879526	0.341973463340465
cg20701689	FRZB	0.241873241590216	5.70861277559194	-0.0492316007373681	0.469584346292542
cg24353213	LRRC8D	0.139922706422017	6.92967750503564	0.212722054874736	0.0015832208599355
cg12296552	SLC6A1	0.862447247706422	0.549069161492217	0.182203886076327	0.00698920676415194
cg21611775	SLC6A1	0.770893960244651	0.549069161492217	0.17848966146068	0.00825489297884156
cg24398450	SELPLG	0.292785474006115	15.5130431862793	-0.115302049715757	0.0894519656163459
cg18261462	SKAP1	0.303356957186546	4.59445645293727	-0.338435561475571	3.05362243075797e-07
cg19585103	SKAP1	0.319962844036697	4.59445645293727	-0.258684743966895	0.000111799753971696
cg02083559	SOX5	0.258547324159018	0.288260452295779	-0.0684952664031502	0.314084207631346
cg26067203	CFAP74	0.244704357798164	0.41481411616091	-0.00893737332395782	0.895614954224046
cg15571373	SNORD116-9	0.707120642201835	0.0440659554448991	0.089730293264099	0.186868661659913
cg25114752	SNORD116-8	0.810754892966362	0.062090772812578	0.0428069942519655	0.529550521653888
cg16601489	SNORD116-4	0.724219189602445	0.706886426100092	0.130853088426836	0.0537037630364829
cg02534163	ENPP2	0.248787003058105	9.28749288755332	-0.0394207237836265	0.562643910511479
cg06998282	ENPP2	0.220110091743119	9.28749288755332	-0.0509171996225855	0.454492329727053
cg15841063	FOXD3	0.337457339449541	0.139837764802661	-0.166241441988924	0.0139892670811081
cg07201835	DNM1L	0.901494877675844	9.78821590210087	-0.127550086829246	0.0600925636919446
cg20829550	PLEKHG7	0.485387074413863	0.656787026963491	-0.0953686892364534	0.160555181835877
cg04900427	FAM183A	0.144010932721712	4.76616391985409	-0.087253002437341	0.199380842682547
cg05125578	FAM183A	0.10399373088685	4.76616391985409	-0.0819970340002158	0.227916654629683
cg15961211	FAM183A	0.1624250764526	4.76616391985409	-0.0701052351604652	0.302818113394996
cg15997906	FAM183A	0.167190902140671	4.76616391985409	-0.0708482846787548	0.297709603861883
cg22608128	FAM183A	0.203858577981651	4.76616391985409	-0.1020753441947	0.132997272951332
cg16522557	COL4A2	0.580615902140674	56.2723217585882	0.185180043609422	0.00610312470154265
cg23027583	HLX	0.217585091743118	1.63643586283769	-0.104913868762289	0.122492859914386
cg10054857	LINC00305	0.650637079510706	0.0124050882238266	0.130234869086454	0.0548547344522583
cg14280533	PAPLN	0.16771368501529	4.12841309518286	0.115702646994626	0.0883370012855283
cg22638491	PAPLN	0.223527064220183	4.12841309518286	0.116313351779929	0.086658691469739
cg23425316	PAPLN	0.185503746177372	4.12841309518286	0.0840072547444954	0.216679339282404
cg05862007	LHCGR	0.741155733944954	0.0760147975875628	0.259736608422197	0.000104579498265342
cg01431908	LURAP1	0.153505428134555	0.441504182684942	-0.242968193220548	0.000293271326115017
cg06787764	LURAP1	0.0989853211009174	0.441504182684942	-0.209021514773393	0.00191719626137538
cg08160980	LURAP1	0.181656651376147	0.441504182684942	-0.229533659050832	0.000637228583474538
cg15696662	LURAP1	0.240261391437307	0.441504182684942	-0.332308219226429	5.12149200663244e-07
cg23431851	LURAP1	0.191180275229356	0.441504182684942	-0.238780654514661	0.00037529282558274
cg14145801	ZSWIM2	0.246064373088685	0.00439253873472234	-0.128934520991932	0.0573423909691805
cg22289434	FER1L4	0.223255733944953	2.42976344717096	0.334702210239969	4.19014434972546e-07
cg13702222	MBNL1	0.31959388379205	19.2740768755016	-0.177240181738016	0.00872431974969962
cg03004714	RNF152	0.122930657492355	1.03070068542409	-0.151038817101101	0.0257441589079146
cg11870261	TRANK1	0.13726131498471	4.1572397931936	-0.105710094771244	0.119665054835654
cg07706558	MICAL2	0.667028899082569	9.63688784369007	-0.0535046076657297	0.431863066079297
cg23584743	NKX3-2	0.159698165137615	0.18011130563155	-0.0319485060054429	0.638982521300243
cg27438798	NKX3-2	0.174869954128442	0.18011130563155	-0.0215938061769103	0.75121878027499
cg01029638	CPED1	0.101773394495413	1.42507865818739	-0.0700400707163774	0.303268867249716
cg21746532	SNRPN	0.65614533639144	17.5784920138814	0.425697838182791	5.23198526410663e-11
cg07213036	CDX2	0.211620259938835	0.3866202455967	-0.149795930404683	0.0270020775907208
cg16201038	CDX2	0.317508180428133	0.3866202455967	0.317712703196241	1.67900261043745e-06
cg00813746	GNAI2	0.0541095565749239	42.4001453438718	-0.258814884469988	0.000110881778927663
cg05060704	GNAI2	0.114210321100919	42.4001453438718	-0.300451732689067	6.32044408271935e-06
cg06508783	GNAI2	0.0422074923547404	42.4001453438718	-0.275662558976931	3.67599912030706e-05
cg12691534	GNAI2	0.110562155963303	42.4001453438718	-0.264714720398762	7.59564181107727e-05
cg12996903	GNAI2	0.118691131498471	42.4001453438718	-0.282127076500443	2.3597581047835e-05
cg20918957	GNAI2	0.119580810397554	42.4001453438718	-0.320698758608789	1.32354409462619e-06
cg01926269	POMC	0.273562996941899	0.719463437649221	-0.221928703674119	0.000969823755919246
cg24425171	POMC	0.357951146788991	0.719463437649221	-0.221447255512141	0.000995493725213242
cg00731944	WSCD1	0.868490366972477	0.497424088959335	0.121685425199946	0.0729723845342185
cg27201457	WSCD1	0.920242507645261	0.497424088959335	0.0750916724996062	0.269636334768443
cg05766064	MIR320C1	0.255828287461775	0.180111341249422	0.0537282860042476	0.429937720159204
cg11314310	WDR37	0.565867048929665	4.11944442232471	-0.0198630239948609	0.770579675591706
cg27201679	WDR37	0.556868119266055	4.11944442232471	-0.0147461541669176	0.828610181548565
cg10282491	CLDN9	0.375838149847092	3.9739296614528	-0.178902528955697	0.00810478892119339
cg06080729	CLDN6	0.746799235474005	11.3417525239484	-0.663859488659552	4.5132772288941e-29
cg09275980	SNORD116-29	0.669094495412844	0.0910935708113165	0.0259253896670593	0.703465118560151
cg10109500	GHSR	0.318919877675839	0.00751699548147697	-0.0379199323297866	0.577621310263743
cg19785066	CD40	0.230569266055047	14.4186645977214	-0.368344099331792	2.07524558613292e-08
cg17202086	PAK1	0.205319801223243	14.7598273896594	0.259048137593927	0.000109254120656479
cg18309286	PAK1	0.090863226299694	14.7598273896594	0.296609186910886	8.39461342952594e-06
cg26996201	PAK1	0.141916819571867	14.7598273896594	0.223421461778553	0.000894052286472178
cg18722881	GAS2	0.22604250764526	0.765832325391229	-0.120888170313656	0.0748848778532136
cg06892501	OR51B2	0.706109021406725	0.00868641295134037	0.0563033783417652	0.408131348196883
cg05368724	FAM178B	0.461626299694193	0.898710665288819	-0.31035185624515	2.98541806877143e-06
cg00836482	NR1I2	0.129509785932722	0.275230216817317	0.254767089485489	0.000143007404986069
cg21041775	HOXC5	0.344484250764528	0.123246733816204	0.247572004262297	0.000222513237505908
cg00506343	HOXC6	0.294759250764528	0.978445856404548	0.569076437716683	4.16642625127208e-20
cg05412137	HOXC6	0.277759403669725	0.978445856404548	0.165941998505329	0.0141650746960413
cg24591969	KCNAB2	0.698424464831803	4.0200792791249	0.277582969909731	3.2261687677952e-05
cg01366985	CMAHP	0.547964602446482	7.56065341146695	-0.42078726863774	9.14083324677639e-11
cg01627847	MAP3K14-AS1	0.139357415902141	1.27103140719982	0.0848263819882435	0.212215788541145
cg03048083	MAP3K14-AS1	0.143162996941896	1.27103140719982	0.0869028361920861	0.20119735416319
cg04992638	MAP3K14-AS1	0.136886620795107	1.27103140719982	0.085371539377112	0.20928193827885
cg08124910	MAP3K14-AS1	0.0734926605504587	1.27103140719982	0.0887806178900254	0.191595365665031
cg08247376	MAP3K14-AS1	0.193991590214069	1.27103140719982	0.0866093543083254	0.202729021853517
cg11933779	MAP3K14-AS1	0.16551337920489	1.27103140719982	0.116380290433647	0.0864762991291666
cg13001868	MAP3K14-AS1	0.152256345565749	1.27103140719982	0.110520115285401	0.103648394867312
cg17222164	MAP3K14-AS1	0.146814449541284	1.27103140719982	0.0882786222135862	0.194128893685724
cg19539667	MAP3K14-AS1	0.321478363914376	1.27103140719982	0.0447268612232567	0.511234667139404
cg24542751	MAP3K14-AS1	0.13461628440367	1.27103140719982	0.107032290121261	0.11508176019653
cg26532627	MAP3K14-AS1	0.198830122324156	1.27103140719982	0.0764254667819249	0.26119752688603
cg26742995	MAP3K14-AS1	0.170058256880734	1.27103140719982	0.111791592287696	0.0997106557206559
cg27380724	BRSK1	0.937396712538225	1.39201106749246	0.0870369750711835	0.200500088049639
cg16212145	GZMB	0.65824457186544	8.48442940104354	-0.307137999369889	3.81990843057189e-06
cg14183329	PODXL	0.21505603975535	12.639623795059	-0.0969628922140651	0.1536452351659
cg17161421	PRRT1	0.343502828746179	0.354188091133945	0.332666366531535	4.97053273504488e-07
cg21037008	PRRT1	0.420628669724771	0.354188091133945	0.260789931268659	9.77889064119496e-05
cg11391462	AMY2B	0.86055	1.19949597986793	0.184100664928782	0.00641214865108746
cg08863777	PIWIL4	0.638471253822628	0.645890344376166	-0.353996150496288	7.80442182879026e-08
cg13300301	PIWIL4	0.687918348623853	0.645890344376166	-0.37959327097664	7.01364892985755e-09
cg18023065	PIWIL4	0.706613990825688	0.645890344376166	-0.32982846881649	6.29376364346378e-07
cg21693907	ATP2B4	0.200906651376147	19.6603780274023	-0.20137981213026	0.00281818415617532
cg10020934	CACNG5	0.724077675840977	0.0222966368725587	0.0735171683491238	0.279834779075315
cg02818811	GLIPR1L1	0.139686697247706	0.283263397976879	0.0840318904197087	0.216544124638842
cg07684809	GLIPR1L1	0.261688583078493	0.283263397976879	0.09226059736117	0.174693382983418
cg19430489	GLIPR1L1	0.222675784913354	0.283263397976879	0.00608427436382615	0.928829509231312
cg21087137	GLIPR1L1	0.221688302752294	0.283263397976879	0.092613725098634	0.173042084057916
cg24234651	GLIPR1L1	0.268918654434252	0.283263397976879	0.0973545555099189	0.151982471604516
cg01733284	OR10K2	0.575119877675839	0.000479749087675229	0.143829167100369	0.0337998670349494
cg05250768	HOXA10-AS	0.346758409785933	0.0765446655835762	-0.219500597245977	0.00110578340562163
cg08964780	HOXA10-AS	0.355008562691133	0.0765446655835762	-0.268549951324377	5.91130901716685e-05
cg26259537	HOXA10-AS	0.386723012232416	0.0765446655835762	-0.253448019688004	0.000155231211226629
cg03905819	MIR196A2	0.313914373088683	0.0369938205589495	-0.00618844385402747	0.927614289136312
cg05412137	MIR196A2	0.277759403669725	0.0369938205589495	0.0272090282799553	0.689524209465861
cg01698298	VWCE	0.24019013761468	0.233353234079587	-0.162640005316778	0.0162358380680584
cg17695512	OR10AG1	0.734378058103977	0.00100061305667982	-0.106196441545437	0.117962934618643
cg03781098	GDF3	0.163848394495413	0.0452122543287644	-0.106390963127221	0.11728745081877
cg18552861	GDF7	0.231620795107033	0.205296868844505	-0.0392131056007516	0.564704732556219
cg23044884	RBPMS	0.404940596330275	11.1579832703717	-0.468598806735791	2.67774625960171e-13
cg13050981	CFAP52	0.102596788990826	1.1874112083888	-0.0313224355661621	0.645570560464163
cg23980468	CFAP52	0.085138226299694	1.1874112083888	-0.0329546581002619	0.628454135170651
cg14798020	SNORD116-11	0.749639984709477	0.0350212927684128	0.00318697691215006	0.962684789551255
cg21844656	SNORD116-13	0.736661926605505	0.205624403822573	0.0847324790197697	0.212724106557929
cg01620672	SNORD116-12	0.711715519877679	0.0297464249702064	0.131288200204716	0.0529057562395676
cg21844656	SNORD116-14	0.736661926605505	0.223698749415243	0.0798429236678001	0.240409301487244
cg03942855	GSTM2	0.300065519877674	1.55616546921412	-0.426079234032383	5.00820381127999e-11
cg07234865	C1orf61	0.247121941896028	0.326912996719152	-0.171030631511559	0.0114263048710411
cg14862722	CNTN4	0.657364908256881	0.459283337019152	0.118714223875831	0.0803070572002187
cg14328457	STAC2	0.39663333333333	0.699985780470714	-0.173786273080202	0.0101474621230407
cg15742848	SPC25	0.458087767584101	2.74163681200187	0.153057154392377	0.0238086270758848
cg07234865	MIR9-1	0.247121941896028	0.00101164906898165	0.00555763807527849	0.934975606377969
cg05335944	FRMD4A	0.585869495412844	1.03593829740333	0.177664157059285	0.00856244329161841
cg16674492	GATA2	0.304476605504587	3.17347686325209	0.0436298627902305	0.521659836217832
cg01916115	LAMA2	0.297572018348624	3.29261926095749	-0.0546114216193654	0.422384516234186
cg19966212	CD74	0.190188302752294	1243.65645457606	-0.397608622245716	1.13049264318045e-09
cg15377585	TMEM196	0.352114449541284	0.0205811069695272	-0.17461536448671	0.00978830652986723
cg05951609	SHROOM3	0.190955856269115	7.3446919033821	-0.00741395753544398	0.913331036124677
cg07068756	UCHL1-AS1	0.262058715596329	0.0229729488934812	-0.206097162203491	0.00222525925881442
cg11168687	ACSL1	0.505465749235477	21.3896579033315	-0.37054377116906	1.6840450249599e-08
cg07800892	ZNF585B	0.835295336391436	1.83719724912844	-0.338691175495216	2.98772557890194e-07
cg01950845	RGMA	0.129683868501529	0.886717719076103	-0.180224187518589	0.0076404636312878
cg02918577	RGMA	0.444776299694188	0.886717719076103	-0.127116008921162	0.0609768970475981
cg10959198	RGMA	0.427484097859326	0.886717719076103	-0.201383017925601	0.00281773667525884
cg12595281	RGMA	0.337883868501532	0.886717719076103	-0.0799955976569269	0.239508409763691
cg09168604	GRID1	0.326073165137615	0.337444959214304	-0.00577253190749396	0.932467207038734
cg11832404	TBC1D30	0.277413837920486	2.6723211044427	0.22743863536934	0.00071637692301478
cg23684878	TBC1D30	0.197268042813456	2.6723211044427	0.261132902994961	9.56685781778803e-05
cg14080475	AKNA	0.195400152905199	5.79570573544482	-0.346186513721121	1.56210386852739e-07
cg04822330	HEY2	0.129890214067278	0.865258784273234	-0.0724309687522418	0.28702021611413
cg18098433	CADM1	0.716033562691133	9.47023277406281	0.334843227954258	4.14067694827246e-07
cg21913319	COL24A1	0.161714908256882	0.429378540541014	-0.0383437510680911	0.573372900657612
cg10334121	CLDN18	0.654384327217124	19.0800759556447	-0.302207091122578	5.54440534353147e-06
cg10510478	CLDN18	0.679300764525995	19.0800759556447	-0.247067407783103	0.000229408855848726
cg23008404	CLDN18	0.667701605504587	19.0800759556447	-0.328996967347407	6.74139650690299e-07
cg20950465	GPX7	0.134473547400612	7.85436525583139	-0.28628976957544	1.76342497552999e-05
cg13939204	ST6GALNAC6	0.325585718654436	11.4414432788305	-0.506101446061409	1.39797878545811e-15
cg22773661	ZAR1	0.238584327217124	0.0348125628568959	0.066486545980056	0.328519650147783
cg05855588	KL	0.120436391437309	0.771364913182545	-0.0939604331116829	0.166850896310934
cg21545902	KL	0.270085703363913	0.771364913182545	-0.162209661571274	0.0165242884753268
cg06214007	GBP6	0.370837385321101	1.09220141031183	-0.293263699505177	1.07122410300581e-05
cg26866325	PPBPP2	0.422845030581037	0.00679886328322642	0.00300182195751109	0.964851268765883
cg04525496	VCAN	0.137866972477063	18.2251264172396	0.0651115668776735	0.338643193316272
cg19540689	VCAN	0.169867125382263	18.2251264172396	-0.026717266378319	0.694852921167751
cg21810188	VCAN	0.140002752293578	18.2251264172396	-0.0544522979883476	0.423739723027338
cg13883696	NFIA	0.268411391437312	3.58243873538961	-0.172969939775435	0.0105124254579508
